make,model,version,months_old,power,sale_type,gear_type,fuel_type,kms,price,is_prediction,rep_id
Porsche,Cayenne,4.5 Turbo Aut.,147.0,331.0,used,automatic,gasoline,168500.0,17000,0,1
Mercedes-Benz,Ml320,Cdi Aut.,124.0,165.0,used,automatic,diesel,167800.0,17000,0,1
Audi,A5,Coup� 3.0Tdi Quattro,123.0,176.0,used,manual,diesel,162000.0,17000,0,1
Audi,A5,"Coup� 3.0Tdi Quattro, Navi, Xenon, Cuero",123.0,176.0,used,manual,diesel,162000.0,17000,0,1
Bmw,525,525D,110.0,145.0,used,automatic,diesel,160200.0,17000,0,1
Audi,A5,Coup�,108.0,165.0,used,manual,diesel,160000.0,17000,0,1
Land,RoverRangeRover,3.6Tdv8 Hse,119.0,200.0,used,automatic,diesel,160000.0,17000,0,1
Mercedes-Benz,Viano,2.2Cdi Ambiente Larga,130.0,110.0,used,manual,diesel,158000.0,17000,0,1
Mercedes-Benz,Viano,2.0Cdi Trend Larga,102.0,85.0,used,manual,diesel,157000.0,17000,0,1
Mercedes-Benz,C200,Cdi Be Edition Avantgarde Aut.,84.0,100.0,used,automatic,diesel,154136.0,17000,0,1
Volvo,Xc60,D5 Summum Aut.,100.0,151.0,used,automatic,diesel,153000.0,17000,0,1
Mercedes-Benz,A180,Cdi Be Urban,59.0,80.0,used,manual,diesel,152000.0,17000,0,1
Audi,A4,Avant 2.0Tdi Dpf Advanced Edition 163,41.0,120.0,used,manual,diesel,150000.0,17000,0,1
Bmw,320,Serie 3 F30 Diesel Luxury,70.0,135.0,used,manual,diesel,150000.0,17000,0,1
Mercedes-Benz,Ml320,Cdi Aut.,139.0,165.0,used,automatic,diesel,150000.0,17000,0,1
Volkswagen,Tiguan,2.0Tdi Sport 4Motion 170,80.0,125.0,used,automatic,diesel,150000.0,17000,0,1
Audi,Q7,3.0Tdi Quattro Tiptronic,126.0,171.0,used,automatic,diesel,149500.0,17000,0,1
Volkswagen,Transporter,T-5,78.0,103.0,used,manual,diesel,149500.0,17000,0,1
Mercedes-Benz,E320,Avantgarde,149.0,161.0,used,automatic,diesel,149000.0,17000,0,1
Porsche,Cayenne,Turbo Aut.,122.0,368.0,used,automatic,gasoline,148000.0,17000,0,1
Bmw,318,Serie 3 F30 Diesel Essential Edition,64.0,105.0,used,automatic,diesel,146000.0,17000,0,1
Bmw,X1,Sdrive 20D,69.0,130.0,used,automatic,diesel,143300.0,17000,0,1
Mercedes-Benz,Vito,113Cdi L Compacta,82.0,100.0,used,manual,diesel,142000.0,17000,0,1
Volkswagen,Cc,2.0 Tdi Bluemotion Technology,54.0,103.0,used,manual,diesel,140998.0,17000,0,1
Volkswagen,Cc,2.0 Tdi Bluemotion Technology,54.0,103.0,used,manual,diesel,140998.0,17000,0,1
Audi,A3,Cabrio 2.0 Tfsi Ambition S-Tronic,70.0,147.0,used,automatic,gasoline,140000.0,17000,0,1
Bmw,320,Serie 3 E90,82.0,125.0,used,manual,gasoline,140000.0,17000,0,1
Bmw,316,Serie 3 F31 Touring Diesel Touring,42.0,85.0,classic,manual,diesel,138742.0,17000,0,1
Bmw,X5,3.0Da,132.0,173.0,used,automatic,diesel,138000.0,17000,0,1
Volkswagen,Touareg,3.0Tdi V6 Motion Tiptronic,129.0,165.0,used,automatic,diesel,137000.0,17000,0,1
Volkswagen,GolfGti,2.0 Tsi,89.0,155.0,used,manual,gasoline,136000.0,17000,0,1
Jaguar,Xf,3.0 V6 Diesel Luxury Aut.,84.0,155.0,used,automatic,diesel,135000.0,17000,0,1
Porsche,Cayenne,4.5 S,172.0,287.0,used,manual,gasoline,133000.0,17000,0,1
Volkswagen,Tiguan,2.0Tdi Motion,94.0,103.0,used,manual,diesel,133000.0,17000,0,1
Audi,A4,2.0Tdi Advanced Edition Dpf 143,60.0,105.0,used,manual,diesel,130000.0,17000,0,1
Audi,A4,2.0Tdi Dpf 150,55.0,110.0,used,manual,diesel,130000.0,17000,0,1
Bmw,320,Serie 3 F30 Diesel Efficientdynamics Ed. Essential,55.0,120.0,used,manual,diesel,130000.0,17000,0,1
Volkswagen,Passat,2.0Tdi Advance 150 Desde 270 Euros Al Mes,38.0,110.0,used,manual,diesel,129037.0,17000,0,1
Bmw,X3,Xdrive 20D 184 Cv Xdrive 4X4 Piel Beige,73.0,135.0,used,manual,diesel,129000.0,17000,0,1
Audi,A5,Coup� 2.7Tdi,113.0,140.0,used,manual,diesel,128000.0,17000,0,1
Audi,A4,2.7Tdi Multitronic Dpf,92.0,140.0,used,automatic,diesel,126000.0,17000,0,1
Volkswagen,Scirocco,2.0Tdi Bmt R-Line Limited Edition,75.0,103.0,used,manual,diesel,120000.0,17000,0,1
Volkswagen,Transporter,Chasis Dcb. 2.5Tdi 130,126.0,96.0,used,manual,diesel,120000.0,17000,0,1
Volkswagen,Transporter,Mixto Pro 2.0 Techo Normal 5Pl.,56.0,84.0,used,manual,diesel,120000.0,17000,0,1
Bmw,318,Serie 3 F30 Diesel Modern,51.0,105.0,used,automatic,diesel,116000.0,17000,0,1
Mercedes-Benz,Viano,2.2Cdi Fun Compacta,169.0,110.0,used,manual,diesel,115000.0,17000,0,1
Volkswagen,Touareg,2.5Tdi R5 Tiptronic,112.0,128.0,used,automatic,diesel,114000.0,17000,0,1
Volvo,S60,D3 Momentum,70.0,120.0,used,manual,diesel,112500.0,17000,0,1
Volkswagen,GolfSportsvan,1.6Tdi Cr Bmt Sport 110,27.0,81.0,used,manual,diesel,110000.0,17000,0,1
Volkswagen,Tiguan,2.0Tdi Bmt T1 Sport 4X2 140,45.0,103.0,used,manual,diesel,110000.0,17000,0,1
Seat,Leon,X-Perience 2.0Tdi Cr S,39.0,110.0,used,manual,diesel,108000.0,17000,0,1
Bmw,X1,Sdrive18D,75.0,105.0,used,manual,diesel,107419.0,17000,0,1
Mitsubishi,Montero,3.2Di-D M-Pro,89.0,118.0,used,manual,diesel,104000.0,17000,0,1
Mercedes-Benz,E350,Cgi Avantgarde Aut.,109.0,215.0,used,automatic,gasoline,103533.0,17000,0,1
Bmw,320,Serie 3 E46/2 Cabrio Cabrio,134.0,125.0,used,manual,gasoline,103000.0,17000,0,1
Volvo,Xc60,Drive Kinetic,83.0,120.0,used,manual,diesel,103000.0,17000,0,1
Audi,A3,Sportback 1.6Tdi Ultra Attracted,46.0,81.0,used,manual,diesel,101000.0,17000,0,1
Volvo,V40,D4 Summum Aut. 177,46.0,130.0,used,automatic,diesel,100200.0,17000,0,1
Volvo,V40,D4 Summum Aut. 177,46.0,130.0,used,automatic,diesel,100200.0,17000,0,1
Volkswagen,Golf,Sport R-Line,52.0,110.0,used,manual,diesel,100000.0,17000,0,1
Mercedes-Benz,Vito,Furg�n 110Cdi Larga,43.0,70.0,used,manual,diesel,99200.0,17000,0,1
Bmw,318,D,49.0,105.0,used,manual,diesel,99189.0,17000,0,1
Bmw,118,Serie 1 F20 5P. Diesel Essential Plus M-Sport Edi,45.0,105.0,used,automatic,diesel,98000.0,17000,0,1
Audi,A6,2.0Tdi 170,93.0,125.0,used,manual,diesel,95000.0,17000,0,1
Mercedes-Benz,A180,Cdi Be Amg Line 7G-Dct,56.0,80.0,used,automatic,diesel,94000.0,17000,0,1
Volkswagen,Tiguan,2.0Tdi Bmt Cross 4X2 110,36.0,81.0,used,manual,diesel,92421.0,17000,0,1
Volkswagen,Passat,1.6Tdi Bmt Bluemotion 120,24.0,88.0,used,manual,diesel,92000.0,17000,0,1
Renault,Kadjar,1.6Dci Energy Zen 4X4 130,31.0,96.0,used,manual,diesel,89741.0,17000,0,1
Volkswagen,Golf,3.2 V6 R32 4Motion Dsg,138.0,184.0,used,automatic,gasoline,88000.0,17000,0,1
Audi,A4,2.0Tdie Advance Edition Dpf 136,85.0,100.0,used,manual,diesel,87000.0,17000,0,1
Volkswagen,PassatVariant,2.0Tdi Highline Bmt 170,69.0,125.0,used,manual,diesel,87000.0,17000,0,1
Bmw,118,Serie 1 F21 3P. Diesel M Sport Edition,60.0,105.0,used,manual,diesel,86000.0,17000,0,1
Seat,Alhambra,2.0 Tdi Ecomotive Style 103 Kw (140 Cv),81.0,103.0,used,Unknown,diesel,86000.0,17000,0,1
Audi,A3,1.6Tdi Cd S Line Edition,23.0,81.0,used,manual,diesel,85000.0,17000,0,1
Honda,Cr-V,1.6I-Dtec Comfort 4X2,45.0,88.0,used,manual,diesel,84100.0,17000,0,1
Bmw,118,118D 136Cv Sportline 5 Puertas'349� Al Mes',62.0,100.0,used,manual,diesel,82000.0,17000,0,1
Ford,Mondeo,Station Wagon 2.0 Tdci 150 Cv Station Wagon Titani,31.0,110.0,used,manual,diesel,81123.0,17000,0,1
Bmw,325,Serie 3 E92 Coup� Coup�,125.0,160.0,used,manual,gasoline,80000.0,17000,0,1
Citroen,C4Picasso,1.6E-Hdi Seduction Cmp Sst,64.0,82.0,used,automatic,diesel,80000.0,17000,0,1
Audi,Tt,Coup� 2.0 Tfsi S-Tronic,89.0,147.0,used,automatic,gasoline,79800.0,17000,0,1
Mercedes-Benz,C220,Cdi Be Avantgarde Edition,51.0,125.0,used,manual,diesel,79000.0,17000,0,1
Mercedes-Benz,B180,180Cdi 109Cv *271� Al Mes*,35.0,80.0,used,manual,diesel,78000.0,17000,0,1
Audi,A5,Coup� 2.0 Tfsi 180Cv Nuevo!,86.0,132.0,used,manual,gasoline,74000.0,17000,0,1
Volkswagen,Tiguan,Tiguan Diesel 2.0Tdi Bmt Sport,54.0,103.0,used,manual,diesel,73976.0,17000,0,1
Hyundai,SantaFe,2.0Crdi 4X2 Stadt Sky,65.0,110.0,used,manual,diesel,72000.0,17000,0,1
Peugeot,508,Sw 2.2Hdi Gt Aut.,70.0,150.0,used,automatic,diesel,72000.0,17000,0,1
Volkswagen,Tiguan,2.0Tdi Motion Dsg,89.0,103.0,used,automatic,diesel,71000.0,17000,0,1
Renault,Trafic,Combi Mixto 5/6 1.6Dc Tt Energy L N1 125,21.0,92.0,used,manual,diesel,70000.0,17000,0,1
Bmw,120,Serie 1 E88 Cabrio Cabrio,114.0,125.0,used,automatic,gasoline,68885.0,17000,0,1
Bmw,320,3Er Dpf,100.0,130.0,used,manual,diesel,65000.0,17000,0,1
Mercedes-Benz,A180,Cdi Be Style,62.0,80.0,used,manual,diesel,65000.0,17000,0,1
Renault,Trafic,Combi Mixto 5/6 1.6Dc Tt Energy L N1 125,21.0,92.0,used,manual,diesel,65000.0,17000,0,1
Mercedes-Benz,C200,Cdi Be 136Cv Elegance Auto 4P # Bluetooth,71.0,101.0,used,automatic,diesel,63400.0,17000,0,1
Mercedes-Benz,C200,Cdi Be 136Cv Elegance Auto 4P # Bluetooth,71.0,101.0,used,automatic,diesel,63400.0,17000,0,1
Ssangyong,Rexton,W 200 E-Xdi Premium 4X2,38.0,114.0,used,manual,diesel,61000.0,17000,0,1
Toyota,Auris,Hybrid 140H Advance,30.0,100.0,used,automatic,hybrid,58000.0,17000,0,1
Volkswagen,GolfVariant,Golf Variant Sport 1.6 Tdi Bmt,22.0,81.0,used,automatic,diesel,58000.0,17000,0,1
Mercedes-Benz,B180,D Luces De Leed,27.0,80.0,used,manual,diesel,57824.0,17000,0,1
Seat,Leon,Le�n 2.0 Cupra R,100.0,195.0,used,manual,gasoline,56000.0,17000,0,1
Bmw,118,Serie 1 E82 Coup� Diesel Coup� M Sport Edition,60.0,105.0,used,manual,diesel,55000.0,17000,0,1
Citroen,GrandC4Picasso,1.6 Bluehdi Feel S&S,25.0,88.0,used,manual,diesel,55000.0,17000,0,1
Peugeot,308,Cc 2.0Hdi Sport,100.0,103.0,used,manual,diesel,53000.0,17000,0,1
Mercedes-Benz,A180,Cdi Be,49.0,80.0,used,automatic,diesel,52800.0,17000,0,1
Mini,CooperD,Mini Aut.,38.0,85.0,used,automatic,diesel,51000.0,17000,0,1
Volvo,V40,D2 Momentum 115,36.0,84.0,used,manual,diesel,50450.0,17000,0,1
Mercedes-Benz,B200,Cdi Be 7G-Dct,42.0,100.0,used,automatic,diesel,50000.0,17000,0,1
Volkswagen,Tiguan,2.0Tdi Bmt T1 4X2 110,33.0,81.0,used,manual,diesel,50000.0,17000,0,1
Citroen,GrandC4Picasso,2.0Bluehdi S,26.0,110.0,used,manual,diesel,49700.0,17000,0,1
Bmw,116,Serie 1 E81 E87 Diesel,98.0,85.0,used,manual,diesel,49000.0,17000,0,1
Opel,Mokka,1.6Cdti S,25.0,100.0,used,manual,diesel,49000.0,17000,0,1
Opel,Insignia,"1.6 Cdti Selective Auto 136Cv 5P S/S # Navi, Iva",27.0,101.0,used,automatic,diesel,45500.0,17000,0,1
Opel,Insignia,"1.6 Cdti Selective Auto 136Cv 5P S/S # Navi, Iva",27.0,101.0,used,automatic,diesel,45500.0,17000,0,1
Volvo,V40,2.0 D2 Kinetic,20.0,88.0,used,manual,diesel,45500.0,17000,0,1
Bmw,118,Serie 1 E82 Coup� Diesel Coup�,49.0,105.0,used,manual,diesel,45000.0,17000,0,1
Kia,Sportage,"Techo, Navegador, Xenon",25.0,85.0,used,manual,diesel,45000.0,17000,0,1
Renault,Kadjar,1.2 Tce Energy Intens,27.0,97.0,used,manual,gasoline,45000.0,17000,0,1
Toyota,Avensis,Cs 120D Advance,28.0,91.0,used,manual,diesel,45000.0,17000,0,1
Volkswagen,Golf,2.0Tdi Bmt Advance Dsg 150 Top!,56.0,110.0,used,automatic,diesel,45000.0,17000,0,1
Volvo,V40Cc,V40 Cc Cross Country D2 Momentum Manual,33.0,88.0,almost_new,manual,diesel,44460.0,17000,0,1
Audi,A1,Sportback 1.4Tdi Ultra Adrenalin,38.0,66.0,used,manual,diesel,44000.0,17000,0,1
Nissan,Qashqai,1.5Dci 360 4X2,40.0,81.0,used,manual,diesel,44000.0,17000,0,1
Opel,Insignia,St 2.0Cdti Ecof. Sportive S,53.0,118.0,used,manual,diesel,44000.0,17000,0,1
Peugeot,308,Sw 1.6E-Hdi Allure 115,34.0,85.0,used,manual,diesel,44000.0,17000,0,1
Bmw,118,Serie 1 F20 5P. Diesel,34.0,105.0,used,manual,diesel,42000.0,17000,0,1
Toyota,Rav4,2.2D-4D Advance 4X4,76.0,110.0,used,manual,diesel,41000.0,17000,0,1
Nissan,Qashqai,1.5Dci 110Cv N-Connecta 4X2,24.0,81.0,used,manual,diesel,40828.0,17000,0,1
Ford,GrandC-Max,1.0 Ecoboost,37.0,92.0,used,manual,gasoline,40000.0,17000,0,1
Volkswagen,Touran,1.6Tdi Advance Bmt 105,32.0,77.0,used,manual,diesel,40000.0,17000,0,1
Bmw,116,Serie 1 F21 3P. Diesel,40.0,85.0,used,manual,diesel,39000.0,17000,0,1
Bmw,116,Serie 1 F20 5P. Diesel,47.0,85.0,used,manual,diesel,38758.0,17000,0,1
Seat,Leon,Sc 2.0Tdi Cr S,46.0,110.0,used,automatic,diesel,38000.0,17000,0,1
Seat,Leon,St 1.6Tdi Cr S,28.0,81.0,used,manual,diesel,38000.0,17000,0,1
Mercedes-Benz,A180,Cdi Be Style,51.0,80.0,used,manual,diesel,37000.0,17000,0,1
Ford,Focus,2.0 Ecoboost St,54.0,184.0,used,manual,gasoline,36500.0,17000,0,1
Bmw,216,Serie 2 F45 Active Tourer Diesel Active Tourer,25.0,85.0,used,manual,diesel,35350.0,17000,0,1
Audi,A3,Sportback A3 Sportback Diesel 1.6Tdi Cd,33.0,81.0,used,manual,diesel,35012.0,17000,0,1
Audi,A3,Sportback A3 Sportback Diesel 1.6Tdi Cd,33.0,81.0,used,manual,diesel,35012.0,17000,0,1
Mini,CooperD,5-Puertas,36.0,85.0,used,manual,diesel,32500.0,17000,0,1
Mini,CooperD,5-Puertas,36.0,85.0,used,manual,diesel,32500.0,17000,0,1
Volkswagen,Golf,1.6Tdi Cr Bmt Bluemotion 110,26.0,81.0,used,manual,diesel,30000.0,17000,0,1
Seat,Leon,St 1.4 Tsi Act S,17.0,110.0,used,manual,gasoline,27000.0,17000,0,1
Volkswagen,Golf,Golf 1.6Tdi Cr Bmt Edition 110,25.0,81.0,used,manual,diesel,25034.0,17000,0,1
Ford,Fiesta,1.60 Ecoboost St,15.0,134.0,used,manual,gasoline,25000.0,17000,0,1
Volkswagen,GolfVariant,Golf Vii Variant Diesel 2.0Tdi,29.0,110.0,used,manual,diesel,25000.0,17000,0,1
Volkswagen,Touran,Touran 1.2 Tsi Bmt Edition 110,23.0,81.0,used,manual,gasoline,24969.0,17000,0,1
Opel,Astra,1.4 Turbo S/S 110Kw Auto Excellence,13.0,110.0,used,automatic,gasoline,24277.0,17000,0,1
Audi,A1,Sportback A1 Sportback 1.6Tdi Attraction,13.0,85.0,used,manual,diesel,23669.0,17000,0,1
Opel,Insignia,St 1.6Cdti Ecof. S,24.0,100.0,used,manual,diesel,23071.0,17000,0,1
Opel,Mokka,X 1.6 Cdti 100Kw (136Cv) 4X2 S&S Selective,14.0,100.0,used,manual,diesel,23051.0,17000,0,1
Opel,Insignia,St 1.6Cdti Ecof. S&S Excellence,23.0,100.0,used,manual,diesel,22963.0,17000,0,1
Volkswagen,Golf,Golf 1.6Tdi Cr Bmt Edition 110,25.0,81.0,used,manual,diesel,22424.0,17000,0,1
Opel,Mokka,X 1.6 Cdti 100Kw (136Cv) 4X2 S&S Selective,13.0,100.0,used,manual,diesel,22135.0,17000,0,1
Volkswagen,Golf,Golf 1.6Tdi Cr Bmt Edition 110,26.0,81.0,used,manual,diesel,22012.0,17000,0,1
Bmw,116,Serie 1 F20 5P. Diesel Efficientdynamics,16.0,85.0,used,manual,diesel,21428.0,17000,0,1
Opel,Mokka,X 1.6 Cdti 100Kw (136Cv) 4X2 S&S Selective,14.0,100.0,used,manual,diesel,21423.0,17000,0,1
Opel,Astra,Sports Tourer 1.6 Cdti S/S 136 Cv St Excellence,15.0,100.0,used,manual,diesel,21378.0,17000,0,1
Citroen,Jumpy,Fg. Bluehdi Talla M Club 120,22.0,90.0,used,manual,diesel,21000.0,17000,0,1
Toyota,Auris,115D Active,11.0,82.0,used,manual,diesel,20924.0,17000,0,1
Peugeot,508,Active 1.6 Bluehdi 88Kw (120Cv),12.0,88.0,used,manual,diesel,20605.0,17000,0,1
Renault,Megane,M�gane 1.5Dci Energy Zen 110,8.0,81.0,used,manual,diesel,19938.0,17000,0,1
Audi,A1,Sportback A1 Sportback 1.6Tdi Attraction,13.0,85.0,used,manual,diesel,19525.0,17000,0,1
Opel,Astra,1.6 Cdti S/S 100Kw (136Cv) Excellence,10.0,100.0,used,manual,diesel,19502.0,17000,0,1
Opel,Mokka,X 1.6 Cdti 100Kw (136Cv) 4X2 S&S Selective,13.0,100.0,used,manual,diesel,19020.0,17000,0,1
Opel,Astra,Sports Tourer 1.6 Cdti S/S (136Cv) Dynamic,10.0,100.0,used,manual,diesel,17863.0,17000,0,1
Opel,Mokka,X 1.6 Cdti 100Kw (136Cv) 4X2 S&S Selective,13.0,100.0,used,manual,diesel,17596.0,17000,0,1
Renault,Scenic,Sc�nic 1.5Dci Limited Edc 110 Con Garant�a Del Fab,34.0,81.0,used,manual,diesel,17500.0,17000,0,1
Opel,Astra,1.4T S/S Dynamic 125,16.0,92.0,used,manual,gasoline,17000.0,17000,0,1
Citroen,GrandC4Picasso,1.6Bluehdi S&S 120 Shine,9.0,88.0,used,manual,diesel,16850.0,17000,0,1
Citroen,GrandC4Picasso,1.6Bluehdi Feel Eat6 120,9.0,88.0,used,automatic,diesel,16000.0,17000,0,1
Opel,Mokka,X 1.4 T 103Kw (140Cv) 4X2 S&S Excellence,12.0,103.0,used,manual,gasoline,15706.0,17000,0,1
Opel,Mokka,X 1.4 T 103Kw (140Cv) 4X2 S&S Excellence,12.0,103.0,used,manual,gasoline,15491.0,17000,0,1
Opel,Astra,Sports Tourer 1.6 Cdti S/S 136 Cv St Excellence,21.0,100.0,used,manual,diesel,15320.0,17000,0,1
Opel,Astra,Sports Tourer 1.6 Cdti S/S 136 Cv St Dynamic,11.0,100.0,used,manual,diesel,15193.0,17000,0,1
Opel,Mokka,X 1.6 Cdti 100Kw (136Cv) 4X2 S&S Selective,13.0,100.0,used,manual,diesel,15100.0,17000,0,1
Volkswagen,Golf,1.2 Tsi Bmt Edition 110,21.0,81.0,used,manual,gasoline,15000.0,17000,0,1
Opel,Astra,1.6 Cdti 100Kw (136Cv) Auto Excellence,11.0,100.0,used,automatic,diesel,14601.0,17000,0,1
Citroen,C4Picasso,Bluehdi 88Kw (120Cv) Feel,11.0,88.0,used,manual,diesel,14500.0,17000,0,1
Volkswagen,GolfVariant,1.6Tdi Cr Bmt Business 110,23.0,81.0,almost_new,manual,diesel,13800.0,17000,0,1
Opel,ZafiraTourer,1.6Cdti S/S Excellence 136,27.0,100.0,used,manual,diesel,13500.0,17000,0,1
Audi,A1,Sportback A1 Sportback 1.6Tdi Attraction,12.0,85.0,used,manual,diesel,13274.0,17000,0,1
Volkswagen,GolfVariant,Golf Variant 1.6Tdi Cr Bmt Edi,13.0,81.0,used,manual,diesel,13092.0,17000,0,1
Citroen,GrandC4Picasso,1.6Bluehdi Feel Eat6 120,12.0,88.0,used,automatic,diesel,12950.0,17000,0,1
Citroen,GrandC4Picasso,1.6Bluehdi Feel Eat6 120,12.0,88.0,used,automatic,diesel,11800.0,17000,0,1
Opel,Zafira,1.4 T S/S 103Kw (140Cv) Selective,11.0,102.0,used,manual,gasoline,11554.0,17000,0,1
Opel,Zafira,1.4 T S/S 103Kw (140Cv) Selective,11.0,102.0,used,manual,gasoline,11554.0,17000,0,1
Volkswagen,Caddy,Vw Caddy Trendline 2.0 Tdi 75K,12.0,75.0,used,manual,diesel,11422.0,17000,0,1
Peugeot,508,Sw Active 1.6 Bluehdi 120,27.0,88.0,used,manual,diesel,11257.0,17000,0,1
Nissan,Juke,1.5Dci N-Connecta 4X2,7.0,81.0,km_0,manual,diesel,10000.0,17000,0,1
Toyota,Auris,Hybrid 140H Active,24.0,100.0,used,automatic,hybrid,8571.0,17000,0,1
Renault,Captur,Zen Energy Dci 66Kw (90Cv) Edc Eco2,10.0,67.0,demo,automatic,diesel,8300.0,17000,0,1
Citroen,GrandC4Picasso,1.6Bluehdi Feel Eat6 120,12.0,88.0,used,automatic,diesel,7850.0,17000,0,1
Opel,Astra,1.6 Cdti S/S 136 Cv St Excellence,14.0,100.0,used,manual,diesel,7640.0,17000,0,1
Renault,Megane,Zen Energy Dci 81Kw (110Cv),15.0,80.0,used,manual,diesel,7400.0,17000,0,1
Citroen,GrandC4Picasso,1.6Bluehdi Feel Eat6 120,12.0,88.0,used,automatic,diesel,7350.0,17000,0,1
Opel,Insignia,1.6 Cdti S&S 88Kw (120Cv) Business,10.0,88.0,used,manual,diesel,5195.0,17000,0,1
Opel,Insignia,1.6 Cdti S&S 88Kw (120Cv) Business,10.0,88.0,used,manual,diesel,5195.0,17000,0,1
Citroen,C3Aircross,Bluehdi Feel 120,6.0,88.0,used,manual,diesel,5000.0,17000,0,1
Nissan,Juke,1.5Dci Dynamic 4X2,15.0,81.0,used,manual,diesel,1300.0,17000,0,1
Mitsubishi,Asx,160 Mpi Motion,2.0,86.0,almost_new,manual,gasoline,680.0,17000,0,1
Kia,Cee'D,1.4 Crdi Wgt Tech,2.0,67.0,used,manual,diesel,600.0,17000,0,1
Volkswagen,Polo,Sport 1.0 Tsi Dsg 95 Cv,5.0,66.0,used,manual,gasoline,200.0,17000,0,1
Peugeot,2008,Allure 1.2 Puretech 81Kw (110Cv)S&S Eat6,6.0,81.0,used,Unknown,gasoline,87.0,17000,0,1
Mercedes-Benz,Vito,Furg�n 109Cdi Compacta,2.0,65.0,demo,manual,diesel,50.0,17000,0,1
Hyundai,Tucson,1.6 Gdi Bd Essence 4X2 131,63.09477469402563,96.0,km_0,manual,gasoline,14.0,17000,0,1
Audi,A1,A1 Sportback 1.6 Tdi 116 Adre,21.0,66.0,used,manual,diesel,12.0,17000,0,1
Peugeot,308,5P Style 1.6 Bluehdi 120 5P.,9.0,88.0,used,manual,diesel,10.0,17000,0,1
Peugeot,308,5P Style 1.6 Bluehdi 120 5P.,9.0,88.0,used,manual,diesel,10.0,17000,0,1
Peugeot,308,Sw Allure 1.6 Bluehdi 88Kw (120Cv),10.0,88.0,used,manual,diesel,5.0,17000,0,1
Fiat,500L,Living 1.6 Mjet 120Cv Lounge 5P,12.0,88.0,km_0,manual,diesel,1.0,17000,0,1
Ford,Focus,1.5 Tdci 88Kw Titanium 120 5P,8.0,88.0,used,manual,diesel,1.0,17000,0,1
Ford,Focus,1.5 Tdci 88Kw Titanium 120 5P,7.0,88.0,used,manual,diesel,1.0,17000,0,1
Opel,Astra,1.6 Cdti 81Kw (110Cv) Dynamic,1.0,80.0,used,manual,diesel,1.0,17000,0,1
Opel,Astra,1.6 Cdti 81Kw (110Cv) Dynamic,1.0,80.0,used,manual,diesel,1.0,17000,0,1
Peugeot,308,5P Active 1.6 Bluehdi 73Kw (100Cv),3.0,73.0,used,manual,diesel,1.0,17000,0,1
Peugeot,308,1.5 Bluehdi 130 Cv Active 5P,1.0,96.0,used,manual,diesel,1.0,17000,0,1
Peugeot,308,1.5 Bluehdi 130 Cv Active 5P,1.0,96.0,used,manual,diesel,1.0,17000,0,1
Toyota,Yaris,100H Autom�Tico (E-Cvt) 5P Feel!,4.0,54.0,demo,Unknown,gasoline,1.0,17000,0,1
Citroen,C3,Bluehdi 100 S&S Feel (Verde Almond Op),17.0,73.0,demo,Unknown,diesel,82702.56524960538,17000,0,1
Citroen,C4Cactus,Puretech 110 S&S One Tone,3.0,81.0,demo,Unknown,gasoline,82702.56524960538,17000,0,1
Ford,Fiesta,Nuevo Vignale Nuevo Fiesta Vignale Vignale 1.0 Ec,2.0,74.0,used,manual,gasoline,82702.56524960538,17000,0,1
Volkswagen,T5Multivan,Startline,124.0,96.0,used,manual,diesel,194000.0,16999,0,1
Land,RoverRangeRover,3.6Tdv8 Vogue Aut.,134.0,200.0,used,automatic,diesel,190000.0,16999,0,1
Audi,Q7,3.0Tdi Quattro Tiptronic Www.Inmocoches.Com,136.0,172.0,used,automatic,diesel,180000.0,16999,0,1
Audi,A4,Avant 3.0Tdi Cd Quattro Tiptronic Dpf,98.0,176.0,used,automatic,diesel,176000.0,16999,0,1
Audi,Q5,2.0Tdi Quattro 170 Dpf,101.0,125.0,used,manual,diesel,175000.0,16999,0,1
Audi,Q7,3.0Tdi Quattro Tiptronic Dpf,141.0,172.0,used,automatic,diesel,175000.0,16999,0,1
Audi,Q7,3.0Tdi Quattro 7 Plazas�,125.0,176.0,used,automatic,diesel,168000.0,16999,0,1
Bmw,X1,Xdrive 18Da 143Cv,60.0,105.0,used,automatic,diesel,168000.0,16999,0,1
Audi,A3,Sed�n 2.0Tdi S-Line 150Cv,43.0,110.0,used,manual,diesel,167000.0,16999,0,1
Mercedes-Benz,E220,Cdi Be Avantgarde Aut.,94.0,125.0,used,automatic,diesel,155000.0,16999,0,1
Bmw,320,Serie 3 E92 Coup� Diesel Coup�,68.0,135.0,used,manual,diesel,149500.0,16999,0,1
Audi,A3,Sed�n 2.0Tdi Cd Attraction 150,38.0,110.0,used,manual,diesel,149000.0,16999,0,1
Audi,A4Allroad,3.0Tdi Navegador Xenon,83.0,176.0,used,manual,diesel,139557.0,16999,0,1
Audi,A6,3.0 Tfsi Quattro Tiptronic Nacional,93.0,213.0,used,automatic,gasoline,130000.0,16999,0,1
Bmw,X5,4.8Ia Techo Panoramico,125.0,261.0,used,automatic,gasoline,130000.0,16999,0,1
Citroen,GrandC4Picasso,2.0Bluehdi S,45.0,110.0,used,automatic,diesel,129000.0,16999,0,1
Bmw,X3,Xdrive 20D Aut.,109.0,130.0,used,automatic,diesel,124000.0,16999,0,1
