make,model,version,gear_type,fuel_type,power,kms,registration,price,is_prediction,rep_id,price_base,status,damages,diagnostico_dmgs
190,271,1504,3,1,100,79798,04/2018,9699,False,1,9699,tasado,,perfecto
830,1332,7321,1,3,116,35830,03/2022,19699,False,1,19699,tasado,,perfecto
487,784,3913,1,3,197,148003,08/2015,20199,False,1,20199,tasado,,perfecto
860,1397,7593,1,3,116,61857,02/2023,19099,False,1,19099,tasado,,perfecto
194,350,1916,3,2,101,39025,11/2020,12199,False,1,12199,tasado,,perfecto
650,1055,5578,3,2,125,105673,04/2018,10399,False,1,10399,tasado,,perfecto
650,1055,5585,3,1,110,150265,09/2016,7999,False,1,7999,tasado,,perfecto
790,1235,6914,3,2,131,33267,12/2019,15399,False,1,15399,tasado,,perfecto
650,1096,5921,1,2,136,50175,12/2018,15199,False,1,15199,tasado,,perfecto
425,711,3511,3,2,85,37246,08/2020,12099,False,1,12099,tasado,,perfecto
340,564,2889,3,1,120,134408,12/2014,13199,False,1,13199,tasado,,perfecto
720,1203,6720,1,3,143,14199,03/2025,29799,False,1,29799,tasado,,perfecto
790,1229,6844,1,1,115,103732,03/2019,15899,False,1,15899,tasado,,perfecto
670,1126,6138,3,2,101,88570,06/2020,12499,False,1,12499,tasado,,perfecto
790,1235,6911,1,2,150,64632,12/2020,19399,False,1,19399,tasado,,perfecto
390,670,3336,3,2,101,13748,10/2023,18599,False,1,18599,tasado,,perfecto
285,501,2454,3,2,125,56136,06/2018,11099,False,1,11099,tasado,,perfecto
720,1191,6636,3,1,130,80877,05/2018,13999,False,1,13999,tasado,,perfecto
194,350,1912,3,2,90,30348,09/2016,9499,False,1,9499,tasado,,perfecto
190,271,1496,3,2,82,77868,04/2019,8099,False,1,8099,tasado,,perfecto
905,1470,8060,1,2,116,23906,06/2024,24199,False,1,24199,tasado,,perfecto
570,881,4396,1,1,177,156969,07/2015,17999,False,1,17999,tasado,,perfecto
345,615,3073,3,2,120,21011,03/2021,15599,False,1,15599,tasado,,perfecto
720,1174,6448,1,1,90,51219,04/2015,12399,False,1,12399,tasado,,perfecto
650,1065,5660,3,2,90,23238,06/2017,10399,False,1,10399,tasado,,perfecto
670,1101,5942,1,2,72,26631,04/2019,10499,False,1,10499,tasado,,perfecto
790,1227,6834,3,2,116,65850,10/2019,13699,False,1,13699,tasado,,perfecto
487,789,3939,1,3,199,2031,07/2024,32799,False,1,32799,tasado,,perfecto
130,158,826,1,1,116,34636,07/2022,24599,False,1,24599,tasado,,perfecto
670,1111,6024,1,2,225,121738,07/2018,14099,False,1,14099,tasado,,perfecto
790,1235,6924,1,1,150,125136,06/2021,19499,False,1,19499,tasado,,perfecto
190,279,1565,3,1,131,114772,12/2019,11899,False,1,11899,tasado,,perfecto
790,1235,6907,3,2,150,112992,11/2018,14399,False,1,14399,tasado,,perfecto
190,271,1496,3,2,83,53774,03/2021,9099,False,1,9099,tasado,,perfecto
580,958,5166,1,2,135,121927,08/2017,13099,False,1,13099,tasado,,perfecto
194,341,1843,3,1,90,140115,01/2017,10899,False,1,10899,tasado,,perfecto
860,1397,7593,1,3,116,51601,11/2022,17399,False,1,17399,tasado,,perfecto
860,1357,7422,3,1,143,73412,11/2016,13699,False,1,13699,tasado,,perfecto
550,850,4117,3,2,165,94430,01/2022,22499,False,1,22499,tasado,,perfecto
345,602,3003,3,2,84,10649,09/2023,16199,False,1,16199,tasado,,perfecto
580,956,5150,1,1,110,116401,02/2014,12999,False,1,12999,tasado,,perfecto
60,75,248,3,2,85,69503,03/2014,10799,False,1,10799,tasado,,perfecto
190,280,1569,3,2,130,97862,05/2017,8999,False,1,8999,tasado,,perfecto
130,159,890,1,2,185,93838,11/2019,23599,False,1,23599,tasado,,perfecto
670,1111,6018,3,1,100,128458,09/2017,9299,False,1,9299,tasado,,perfecto
860,1397,7593,1,3,101,77456,02/2019,14299,False,1,14299,tasado,,perfecto
905,1446,7937,3,2,125,115125,09/2017,15199,False,1,15199,tasado,,perfecto
905,1471,8067,1,1,150,20092,07/2022,25899,False,1,25899,tasado,,perfecto
190,280,1571,3,1,100,126261,07/2015,8999,False,1,8999,tasado,,perfecto
345,601,2991,3,2,67,24422,02/2015,8999,False,1,8999,tasado,,perfecto
340,564,2888,1,2,193,136795,11/2018,19599,False,1,19599,tasado,,perfecto
425,708,3495,1,3,141,68997,04/2022,18599,False,1,18599,tasado,,perfecto
720,1183,6546,3,2,130,106364,01/2018,12399,False,1,12399,tasado,,perfecto
570,876,4289,1,1,150,78565,03/2019,21299,False,1,21299,tasado,,perfecto
860,1355,7407,1,3,140,119552,12/2018,14399,False,1,14399,tasado,,perfecto
60,101,600,1,1,150,65694,05/2023,27299,False,1,27299,tasado,,perfecto
670,1127,6149,3,1,130,123433,06/2018,14499,False,1,14499,tasado,,perfecto
800,1265,7094,1,1,190,127491,03/2016,16999,False,1,16999,tasado,,perfecto
860,1397,7598,3,2,100,104895,03/2017,10699,False,1,10699,tasado,,perfecto
280,448,2140,3,2,70,58631,03/2016,8499,False,1,8499,tasado,,perfecto
194,350,1915,3,2,73,61199,07/2019,8099,False,1,8099,tasado,,perfecto
504,803,3973,1,3,261,76765,08/2022,21299,False,1,21299,tasado,,perfecto
194,350,1912,3,2,90,64719,06/2020,10899,False,1,10899,tasado,,perfecto
60,101,600,1,1,150,34510,10/2023,28099,False,1,28099,tasado,,perfecto
790,1229,6845,3,1,150,89055,04/2022,20199,False,1,20199,tasado,,perfecto
720,1191,6632,3,1,95,133846,04/2015,8699,False,1,8699,tasado,,perfecto
650,1069,5698,3,2,130,149722,05/2018,10399,False,1,10399,tasado,,perfecto
860,1397,7593,1,3,116,91101,11/2020,15499,False,1,15499,tasado,,perfecto
670,1106,5975,3,2,101,32688,11/2020,11999,False,1,11999,tasado,,perfecto
905,1475,8084,1,1,190,121929,12/2016,22599,False,1,22599,tasado,,perfecto
720,1191,6627,1,2,140,123227,09/2022,14499,False,1,14499,tasado,,perfecto
190,273,1517,3,1,100,92708,02/2017,8799,False,1,8799,tasado,,perfecto
280,479,2315,3,2,70,75032,01/2019,7899,False,1,7899,tasado,,perfecto
650,1055,5578,3,2,125,83634,12/2018,10299,False,1,10299,tasado,,perfecto
60,101,600,1,1,150,30503,10/2023,27999,False,1,27999,tasado,,perfecto
650,1065,5656,3,2,101,15288,11/2022,12799,False,1,12799,tasado,,perfecto
670,1106,5975,3,2,82,75777,12/2019,8399,False,1,8399,tasado,,perfecto
670,1130,6172,1,1,131,106481,05/2019,17799,False,1,17799,tasado,,perfecto
720,1182,6529,3,2,140,95869,12/2019,15699,False,1,15699,tasado,,perfecto
670,1116,6068,1,2,145,3592,08/2025,26699,False,1,26699,tasado,,perfecto
280,493,2415,3,1,131,69152,04/2022,13999,False,1,13999,tasado,,perfecto
285,518,2622,1,3,190,44725,05/2023,23799,False,1,23799,tasado,,perfecto
130,157,804,1,1,150,118201,03/2021,23099,False,1,23099,tasado,,perfecto
650,1065,5660,3,2,90,136573,02/2019,7999,False,1,7999,tasado,,perfecto
790,1229,6841,3,2,110,41361,05/2022,18699,False,1,18699,tasado,,perfecto
860,1397,7593,1,3,131,6556,08/2024,24399,False,1,24399,tasado,,perfecto
670,1127,6148,3,2,130,98916,10/2020,14399,False,1,14399,tasado,,perfecto
860,1397,7593,1,3,101,25680,03/2019,14899,False,1,14899,tasado,,perfecto
570,872,4229,1,1,150,24789,12/2020,27099,False,1,27099,tasado,,perfecto
860,1392,7565,3,1,125,123089,01/2014,15799,False,1,15799,tasado,,perfecto
800,1259,7034,1,2,115,73619,12/2018,13399,False,1,13399,tasado,,perfecto
425,708,3494,1,3,141,70014,10/2021,17899,False,1,17899,tasado,,perfecto
650,1055,5585,3,1,135,109386,11/2019,10399,False,1,10399,tasado,,perfecto
425,723,3555,1,1,201,75806,01/2022,31199,False,1,31199,tasado,,perfecto
345,615,3076,1,3,141,20249,10/2024,24099,False,1,24099,tasado,,perfecto
790,1227,6834,3,2,116,56959,12/2019,13399,False,1,13399,tasado,,perfecto
60,85,402,1,1,177,131433,04/2014,15199,False,1,15199,tasado,,perfecto
650,1065,5653,3,2,75,49845,09/2020,10499,False,1,10499,tasado,,perfecto
905,1403,7612,1,1,150,66204,10/2021,29199,False,1,29199,tasado,,perfecto
390,670,3336,3,2,101,50960,04/2023,18899,False,1,18899,tasado,,perfecto
190,280,1569,3,2,130,71025,07/2016,9099,False,1,9099,tasado,,perfecto
345,615,3074,1,1,136,121078,05/2019,14299,False,1,14299,tasado,,perfecto
130,176,1153,1,1,190,75686,06/2021,32999,False,1,32999,tasado,,perfecto
425,725,3573,3,2,160,12333,11/2024,25599,False,1,25599,tasado,,perfecto
285,505,2483,3,2,140,46890,03/2018,12199,False,1,12199,tasado,,perfecto
190,272,1510,3,2,110,71387,04/2022,11899,False,1,11899,tasado,,perfecto
670,1111,6019,1,1,114,57022,02/2014,8799,False,1,8799,tasado,,perfecto
345,602,3003,3,2,85,98354,05/2015,8399,False,1,8399,tasado,,perfecto
130,174,1103,1,1,150,44484,06/2022,31199,False,1,31199,tasado,,perfecto
650,1055,5585,3,1,110,140520,03/2015,8399,False,1,8399,tasado,,perfecto
60,101,595,1,2,150,114831,04/2014,15099,False,1,15099,tasado,,perfecto
225,1014,5422,3,1,90,98319,09/2015,8099,False,1,8099,tasado,,perfecto
285,510,2529,3,2,100,78999,08/2014,8299,False,1,8299,tasado,,perfecto
190,272,1510,3,2,110,59920,09/2022,11699,False,1,11699,tasado,,perfecto
190,277,1551,3,1,100,48984,12/2016,10399,False,1,10399,tasado,,perfecto
194,350,1912,3,2,90,148740,03/2015,7499,False,1,7499,tasado,,perfecto
345,615,3076,1,3,141,13506,03/2025,27699,False,1,27699,tasado,,perfecto
650,1063,5648,3,1,102,71033,12/2020,14999,False,1,14999,tasado,,perfecto
130,158,847,1,2,192,114734,02/2018,15199,False,1,15199,tasado,,perfecto
720,1202,6698,3,2,140,118223,03/2018,13199,False,1,13199,tasado,,perfecto
190,272,1510,3,2,110,59686,01/2021,10499,False,1,10499,tasado,,perfecto
720,1191,6631,1,1,116,17949,11/2024,18499,False,1,18499,tasado,,perfecto
800,1258,7032,1,1,150,104363,07/2020,26799,False,1,26799,tasado,,perfecto
790,1235,6907,3,2,150,120007,07/2017,13899,False,1,13899,tasado,,perfecto
345,606,3038,3,1,135,130029,04/2014,8999,False,1,8999,tasado,,perfecto
790,1235,6903,3,2,110,94265,04/2016,11499,False,1,11499,tasado,,perfecto
425,711,3506,3,2,67,4543,01/2021,10999,False,1,10999,tasado,,perfecto
425,711,3506,3,2,67,38051,07/2021,10099,False,1,10099,tasado,,perfecto
670,1127,6149,1,1,130,135380,09/2018,15099,False,1,15099,tasado,,perfecto
189,324,1797,1,2,150,36805,05/2023,25199,False,1,25199,tasado,,perfecto
280,452,2163,3,2,95,16954,09/2021,12499,False,1,12499,tasado,,perfecto
720,1191,6627,1,2,140,2720,11/2024,22499,False,1,22499,tasado,,perfecto
860,1366,7470,1,3,122,42413,02/2021,20099,False,1,20099,tasado,,perfecto
910,1516,8479,1,2,190,122716,11/2018,21399,False,1,21399,tasado,,perfecto
60,83,338,3,1,110,149721,06/2016,13299,False,1,13299,tasado,,perfecto
60,87,446,1,1,245,144863,11/2014,19999,False,1,19999,tasado,,perfecto
860,1355,7407,1,3,136,113275,06/2017,13699,False,1,13699,tasado,,perfecto
800,1258,7028,3,2,150,134709,10/2021,20799,False,1,20799,tasado,,perfecto
194,350,1915,3,2,73,61143,06/2019,9599,False,1,9599,tasado,,perfecto
225,1029,5473,3,1,116,142906,07/2019,13999,False,1,13999,tasado,,perfecto
720,1191,6636,3,1,130,146971,07/2016,11499,False,1,11499,tasado,,perfecto
40,43,153,1,2,240,136376,10/2017,16299,False,1,16299,tasado,,perfecto
590,962,5192,3,2,117,79732,03/2019,13999,False,1,13999,tasado,,perfecto
550,839,4053,3,2,120,157383,05/2016,11899,False,1,11899,tasado,,perfecto
720,1204,6730,1,2,224,137830,04/2019,16099,False,1,16099,tasado,,perfecto
650,1055,5587,3,1,110,137227,08/2015,7999,False,1,7999,tasado,,perfecto
860,1366,7470,1,3,122,69462,09/2019,17399,False,1,17399,tasado,,perfecto
60,84,372,1,2,190,60912,04/2016,18799,False,1,18799,tasado,,perfecto
570,881,4403,1,3,218,29049,06/2023,33499,False,1,33499,tasado,,perfecto
550,850,4117,3,2,165,86498,08/2017,18399,False,1,18399,tasado,,perfecto
650,1065,5656,3,2,101,22830,12/2022,12299,False,1,12299,tasado,,perfecto
130,159,890,1,2,185,89255,05/2022,30499,False,1,30499,tasado,,perfecto
550,838,4043,3,2,90,40946,09/2020,13999,False,1,13999,tasado,,perfecto
345,613,3066,3,1,115,141604,02/2015,10699,False,1,10699,tasado,,perfecto
650,1063,5648,3,1,102,118819,06/2021,14199,False,1,14199,tasado,,perfecto
650,1069,5698,3,2,130,60910,07/2021,14799,False,1,14799,tasado,,perfecto
60,78,270,1,2,110,39047,11/2021,20199,False,1,20199,tasado,,perfecto
345,601,2991,3,2,67,115164,02/2015,6699,False,1,6699,tasado,,perfecto
280,448,2140,3,2,70,141339,04/2015,7299,False,1,7299,tasado,,perfecto
390,679,3402,3,2,110,77585,03/2016,12499,False,1,12499,tasado,,perfecto
225,1005,5385,3,2,115,131759,06/2016,9799,False,1,9799,tasado,,perfecto
650,1055,5585,3,1,135,80211,06/2019,11599,False,1,11599,tasado,,perfecto
60,78,266,3,1,115,95790,05/2017,14199,False,1,14199,tasado,,perfecto
720,1183,6546,3,2,130,131172,08/2017,11599,False,1,11599,tasado,,perfecto
670,1127,6148,3,2,130,90564,12/2016,8399,False,1,8399,tasado,,perfecto
790,1227,6835,1,2,150,15371,08/2023,20299,False,1,20299,tasado,,perfecto
280,479,2313,3,2,70,68377,02/2022,9799,False,1,9799,tasado,,perfecto
670,1111,6012,3,2,110,72231,09/2020,10299,False,1,10299,tasado,,perfecto
285,510,2529,3,2,125,132597,06/2017,9499,False,1,9499,tasado,,perfecto
130,157,803,3,2,135,91070,10/2014,11899,False,1,11899,tasado,,perfecto
345,602,2999,3,2,101,55762,08/2021,14399,False,1,14399,tasado,,perfecto
720,1174,6446,3,2,140,76390,03/2022,15799,False,1,15799,tasado,,perfecto
905,1444,7927,1,2,207,52374,09/2023,25999,False,1,25999,tasado,,perfecto
720,1191,6633,3,1,110,96665,06/2017,11899,False,1,11899,tasado,,perfecto
790,1235,6906,3,2,125,65634,07/2018,13899,False,1,13899,tasado,,perfecto
670,1111,6015,3,1,131,122020,03/2021,11299,False,1,11299,tasado,,perfecto
650,1055,5578,3,2,125,149806,02/2016,8599,False,1,8599,tasado,,perfecto
345,604,3021,3,2,110,39217,04/2022,15699,False,1,15699,tasado,,perfecto
285,505,2483,3,2,125,24720,02/2020,13699,False,1,13699,tasado,,perfecto
650,1069,5698,3,2,130,39333,06/2020,14399,False,1,14399,tasado,,perfecto
60,101,598,3,1,150,133637,06/2015,15499,False,1,15499,tasado,,perfecto
860,1355,7408,3,1,125,114302,04/2015,10699,False,1,10699,tasado,,perfecto
340,564,2889,1,1,160,128877,03/2017,16799,False,1,16799,tasado,,perfecto
650,1055,5587,3,1,110,130964,12/2016,9299,False,1,9299,tasado,,perfecto
425,729,3604,1,3,141,116548,11/2021,16099,False,1,16099,tasado,,perfecto
60,101,600,1,1,150,113399,10/2019,26799,False,1,26799,tasado,,perfecto
190,277,1548,3,2,82,111482,07/2018,7999,False,1,7999,tasado,,perfecto
190,271,1496,3,2,82,52974,12/2021,9999,False,1,9999,tasado,,perfecto
60,105,641,1,1,204,149123,07/2021,30299,False,1,30299,tasado,,perfecto
830,1320,7273,1,2,83,35281,06/2022,15699,False,1,15699,tasado,,perfecto
800,1259,7056,1,1,150,97593,07/2020,18699,False,1,18699,tasado,,perfecto
580,958,5175,1,2,102,63187,11/2018,14999,False,1,14999,tasado,,perfecto
905,1476,8089,1,2,190,87227,07/2019,25199,False,1,25199,tasado,,perfecto
670,1111,6015,3,1,100,77819,01/2021,12599,False,1,12599,tasado,,perfecto
650,1065,5663,3,1,102,88792,10/2020,12199,False,1,12199,tasado,,perfecto
570,886,4514,1,1,195,120629,12/2020,32899,False,1,32899,tasado,,perfecto
905,1470,8060,3,2,116,18500,04/2024,20499,False,1,20499,tasado,,perfecto
670,1126,6138,3,2,130,82292,02/2019,9899,False,1,9899,tasado,,perfecto
60,85,402,1,1,190,153969,05/2017,18499,False,1,18499,tasado,,perfecto
225,1010,5410,3,1,90,49626,05/2019,12899,False,1,12899,tasado,,perfecto
60,83,350,1,2,110,58026,08/2023,23999,False,1,23999,tasado,,perfecto
425,711,3506,3,2,67,76897,10/2019,8899,False,1,8899,tasado,,perfecto
580,954,5137,1,2,136,110678,08/2020,15799,False,1,15799,tasado,,perfecto
650,1069,5698,3,2,130,97610,02/2019,10999,False,1,10999,tasado,,perfecto
905,1478,8105,3,2,105,137704,05/2015,11699,False,1,11699,tasado,,perfecto
345,601,2996,3,2,84,93258,11/2020,11699,False,1,11699,tasado,,perfecto
650,1048,5546,3,2,87,78758,05/2016,8199,False,1,8199,tasado,,perfecto
225,1046,5536,3,1,130,126399,05/2017,14399,False,1,14399,tasado,,perfecto
425,708,3494,1,3,141,92371,04/2022,18099,False,1,18099,tasado,,perfecto
868,932,5059,3,2,106,10461,02/2025,14699,False,1,14699,tasado,,perfecto
570,872,4223,3,1,110,151500,09/2014,12899,False,1,12899,tasado,,perfecto
790,1235,6914,3,2,150,36298,05/2022,19899,False,1,19899,tasado,,perfecto
650,1069,5698,3,2,130,112873,10/2019,11199,False,1,11199,tasado,,perfecto
190,271,1496,3,2,82,70809,04/2018,8699,False,1,8699,tasado,,perfecto
190,272,1510,3,2,110,124756,06/2019,9299,False,1,9299,tasado,,perfecto
670,1106,5975,3,2,82,70688,08/2019,8599,False,1,8599,tasado,,perfecto
720,1191,6627,3,2,140,10372,07/2023,17999,False,1,17999,tasado,,perfecto
285,541,2809,3,1,131,40658,01/2022,29399,False,1,29399,tasado,,perfecto
190,271,1496,3,2,110,55195,05/2021,10699,False,1,10699,tasado,,perfecto
190,271,1496,3,2,82,66495,10/2021,9799,False,1,9799,tasado,,perfecto
225,1028,5466,3,2,115,122079,10/2016,7999,False,1,7999,tasado,,perfecto
670,1130,6172,1,1,131,44932,02/2023,24299,False,1,24299,tasado,,perfecto
550,854,4134,1,3,328,25098,09/2022,34199,False,1,34199,tasado,,perfecto
60,105,640,1,1,190,122979,12/2018,26599,False,1,26599,tasado,,perfecto
670,1126,6138,3,2,110,63607,11/2015,8899,False,1,8899,tasado,,perfecto
570,876,4289,1,1,135,139295,02/2016,13999,False,1,13999,tasado,,perfecto
800,1252,6998,3,2,95,58523,10/2019,10399,False,1,10399,tasado,,perfecto
905,1447,7948,1,1,185,109863,08/2017,22199,False,1,22199,tasado,,perfecto
190,279,1565,3,1,131,130343,12/2018,12599,False,1,12599,tasado,,perfecto
130,174,1103,1,1,150,76737,08/2019,20599,False,1,20599,tasado,,perfecto
130,174,1120,1,2,230,107050,09/2016,20899,False,1,20899,tasado,,perfecto
425,729,3604,1,3,141,32621,08/2022,18899,False,1,18899,tasado,,perfecto
225,1029,5477,3,1,130,114198,02/2018,14599,False,1,14599,tasado,,perfecto
905,1475,8084,3,1,110,88302,11/2014,13499,False,1,13499,tasado,,perfecto
130,176,1159,1,1,265,112907,05/2018,29899,False,1,29899,tasado,,perfecto
790,1229,6843,1,2,150,51926,05/2021,20499,False,1,20499,tasado,,perfecto
190,269,1482,3,2,68,68051,03/2014,6399,False,1,6399,tasado,,perfecto
190,271,1496,3,2,110,101575,04/2021,8699,False,1,8699,tasado,,perfecto
340,562,2862,3,2,130,139195,06/2018,15099,False,1,15099,tasado,,perfecto
580,956,5157,1,3,220,27744,05/2022,25599,False,1,25599,tasado,,perfecto
790,1235,6902,3,2,110,66047,03/2021,14899,False,1,14899,tasado,,perfecto
340,562,2880,1,3,184,34161,05/2023,29399,False,1,29399,tasado,,perfecto
860,1397,7593,1,3,116,45000,02/2022,17299,False,1,17299,tasado,,perfecto
730,764,3760,3,1,163,115933,09/2021,19099,False,1,19099,tasado,,perfecto
130,157,804,3,1,150,76454,12/2018,18899,False,1,18899,tasado,,perfecto
60,100,586,1,1,116,136810,06/2019,18099,False,1,18099,tasado,,perfecto
670,1130,6172,1,1,131,57825,06/2022,23899,False,1,23899,tasado,,perfecto
650,1055,5579,1,2,140,71347,05/2014,9099,False,1,9099,tasado,,perfecto
860,1366,7473,1,3,196,11031,01/2025,31299,False,1,31299,tasado,,perfecto
60,87,455,1,1,190,106387,08/2020,27999,False,1,27999,tasado,,perfecto
670,1126,6138,3,2,110,80342,10/2016,7899,False,1,7899,tasado,,perfecto
60,78,261,1,2,95,61699,04/2016,13499,False,1,13499,tasado,,perfecto
910,1509,8359,1,1,150,105072,05/2015,13599,False,1,13599,tasado,,perfecto
425,708,3495,1,3,141,59624,10/2021,18299,False,1,18299,tasado,,perfecto
580,958,5176,3,1,95,98185,10/2017,12599,False,1,12599,tasado,,perfecto
487,785,3919,1,3,223,120972,08/2017,24899,False,1,24899,tasado,,perfecto
60,83,344,1,1,150,144314,10/2016,14799,False,1,14799,tasado,,perfecto
190,272,1510,1,2,131,49363,10/2022,14199,False,1,14199,tasado,,perfecto
130,177,1173,1,1,190,149101,01/2021,33099,False,1,33099,tasado,,perfecto
225,1005,5385,3,2,115,64766,11/2016,11099,False,1,11099,tasado,,perfecto
650,1065,5662,3,2,100,79515,11/2015,7999,False,1,7999,tasado,,perfecto
280,479,2313,3,2,70,81964,04/2022,8899,False,1,8899,tasado,,perfecto
670,1127,6149,3,1,130,126284,08/2018,12999,False,1,12999,tasado,,perfecto
650,1065,5656,3,2,101,23840,03/2023,12999,False,1,12999,tasado,,perfecto
800,1252,7008,3,1,75,147350,09/2014,7399,False,1,7399,tasado,,perfecto
905,1425,7760,3,1,115,127405,04/2019,14899,False,1,14899,tasado,,perfecto
345,604,3031,3,2,250,44702,09/2023,28999,False,1,28999,tasado,,perfecto
235,414,2067,3,1,120,46184,12/2018,11999,False,1,11999,tasado,,perfecto
800,1264,7081,1,2,150,52151,04/2022,17499,False,1,17499,tasado,,perfecto
280,454,2169,3,2,120,73522,07/2020,12699,False,1,12699,tasado,,perfecto
130,174,1104,1,2,140,100595,03/2018,18599,False,1,18599,tasado,,perfecto
550,850,4117,1,2,165,125764,08/2018,18399,False,1,18399,tasado,,perfecto
590,962,5193,3,1,115,134770,01/2016,10899,False,1,10899,tasado,,perfecto
60,105,628,1,1,177,102154,02/2014,17899,False,1,17899,tasado,,perfecto
345,615,3076,1,3,141,53099,03/2022,19399,False,1,19399,tasado,,perfecto
790,1229,6843,1,2,150,97482,04/2021,19399,False,1,19399,tasado,,perfecto
860,1355,7407,1,3,136,155321,06/2018,13499,False,1,13499,tasado,,perfecto
425,692,3437,3,1,115,100884,06/2014,10299,False,1,10299,tasado,,perfecto
860,1359,7429,3,2,70,19238,02/2016,9799,False,1,9799,tasado,,perfecto
390,675,3363,1,3,241,61553,06/2022,20399,False,1,20399,tasado,,perfecto
860,1366,7470,1,3,122,79837,03/2022,19099,False,1,19099,tasado,,perfecto
425,725,3569,3,1,136,101031,12/2020,16699,False,1,16699,tasado,,perfecto
550,839,4056,3,2,122,66412,12/2020,19099,False,1,19099,tasado,,perfecto
570,872,4229,1,1,150,42725,05/2022,30199,False,1,30199,tasado,,perfecto
790,1229,6841,3,2,115,136305,10/2016,12099,False,1,12099,tasado,,perfecto
790,1235,6924,1,1,150,66827,10/2022,20299,False,1,20299,tasado,,perfecto
720,1191,6633,3,1,110,97101,07/2017,12199,False,1,12199,tasado,,perfecto
280,452,2163,3,2,95,22788,03/2021,12199,False,1,12199,tasado,,perfecto
40,43,149,3,2,120,105775,07/2017,11099,False,1,11099,tasado,,perfecto
800,1252,6998,1,2,116,41513,06/2024,20399,False,1,20399,tasado,,perfecto
800,1256,7018,3,2,116,8540,04/2025,21399,False,1,21399,tasado,,perfecto
425,714,3517,3,2,140,116678,02/2020,15799,False,1,15799,tasado,,perfecto
285,518,2618,3,1,150,107156,09/2016,13499,False,1,13499,tasado,,perfecto
280,479,2313,3,2,70,32720,10/2022,9999,False,1,9999,tasado,,perfecto
670,1106,5975,3,2,101,77259,01/2021,11899,False,1,11899,tasado,,perfecto
130,160,936,1,1,190,89086,04/2023,34799,False,1,34799,tasado,,perfecto
860,1397,7593,1,3,131,33699,05/2024,23199,False,1,23199,tasado,,perfecto
650,1066,5679,3,1,100,95026,08/2018,10699,False,1,10699,tasado,,perfecto
860,1362,7441,1,3,125,138287,03/2019,17599,False,1,17599,tasado,,perfecto
860,1366,7470,1,3,125,76884,12/2021,21099,False,1,21099,tasado,,perfecto
650,1069,5698,3,2,130,94089,04/2019,11899,False,1,11899,tasado,,perfecto
550,849,4116,3,2,121,87734,03/2019,15399,False,1,15399,tasado,,perfecto
130,161,988,1,3,252,125336,09/2018,23399,False,1,23399,tasado,,perfecto
190,271,1496,3,2,82,59593,06/2022,10499,False,1,10499,tasado,,perfecto
550,861,4155,3,2,184,49684,03/2022,25999,False,1,25999,tasado,,perfecto
570,917,4970,1,1,163,99014,02/2018,34399,False,1,34399,tasado,,perfecto
190,272,1510,3,2,110,70015,07/2022,11299,False,1,11299,tasado,,perfecto
790,1233,6869,3,2,110,74628,03/2022,13399,False,1,13399,tasado,,perfecto
550,853,4130,3,2,186,72402,03/2022,20099,False,1,20099,tasado,,perfecto
650,1073,5730,3,1,135,118348,12/2018,11399,False,1,11399,tasado,,perfecto
345,601,2996,1,2,87,89146,09/2019,11599,False,1,11599,tasado,,perfecto
60,84,389,1,1,163,54274,06/2022,31499,False,1,31499,tasado,,perfecto
345,604,3015,3,2,120,40058,02/2023,17399,False,1,17399,tasado,,perfecto
670,1101,5942,3,2,72,29905,03/2019,8699,False,1,8699,tasado,,perfecto
800,1259,7056,1,1,185,141559,12/2014,14799,False,1,14799,tasado,,perfecto
860,1395,7580,3,2,132,138259,05/2014,11099,False,1,11099,tasado,,perfecto
340,574,2924,1,3,109,17261,06/2021,18199,False,1,18199,tasado,,perfecto
860,1392,7566,3,1,125,129362,09/2015,16499,False,1,16499,tasado,,perfecto
860,1397,7593,1,3,116,72520,04/2022,17599,False,1,17599,tasado,,perfecto
860,1366,7473,1,3,180,32817,05/2022,26599,False,1,26599,tasado,,perfecto
345,604,3015,3,2,120,133233,12/2017,10399,False,1,10399,tasado,,perfecto
560,1273,7124,1,2,90,89549,04/2016,10799,False,1,10799,tasado,,perfecto
650,1055,5587,3,1,110,68821,09/2016,9299,False,1,9299,tasado,,perfecto
235,413,2060,1,1,131,96679,02/2022,19599,False,1,19599,tasado,,perfecto
60,83,338,1,1,116,85206,04/2019,17499,False,1,17499,tasado,,perfecto
280,481,2330,3,2,77,28353,08/2014,7499,False,1,7499,tasado,,perfecto
130,158,837,1,2,140,156825,10/2019,15199,False,1,15199,tasado,,perfecto
670,1106,5975,1,2,101,53876,08/2021,12799,False,1,12799,tasado,,perfecto
580,958,5168,3,1,115,93021,09/2017,12299,False,1,12299,tasado,,perfecto
820,1312,7249,1,2,150,42219,05/2021,21399,False,1,21399,tasado,,perfecto
650,1096,5920,3,1,120,87833,03/2016,10599,False,1,10599,tasado,,perfecto
905,1475,8084,3,1,150,92117,07/2015,15499,False,1,15499,tasado,,perfecto
130,157,805,3,2,136,26805,02/2021,22899,False,1,22899,tasado,,perfecto
190,271,1496,3,2,82,86182,01/2019,8399,False,1,8399,tasado,,perfecto
790,1233,6869,3,2,110,11430,01/2024,16299,False,1,16299,tasado,,perfecto
650,1065,5659,3,1,95,137972,07/2017,8599,False,1,8599,tasado,,perfecto
190,271,1496,3,2,82,76431,08/2017,7799,False,1,7799,tasado,,perfecto
